user_id,city,n_pano_visited,n_pano_with_label,n_keyboard_interaction,n_pan_interaction
9f9b232d-1e24-48a7-834c-4d002c4aea60,spgg,26,9,4,3063
a0a516f0-11a3-40bf-bad2-a371b9dfc00d,spgg,22,14,36,1965
a11f302b-d37a-4844-8140-2b79488670c4,spgg,1750,386,1834,64643
a3237f9d-5005-42c0-b167-2a903438aff3,spgg,25,6,1,4759
a48b3ce5-df07-4d6e-b092-b68c023f789a,spgg,18,15,2,4170
a53d4cae-26ca-4790-a323-f4b53d41c411,spgg,232,104,12,19413
a58a15ed-c30b-4112-b07d-ebc6cdbca735,spgg,623,345,94,70019
a7c3c59d-ee90-4c44-8fb7-26f293cb6c8c,spgg,2540,356,171,118037
a81a054e-e399-43bf-8e64-9231294fe2fd,spgg,1883,456,2653,185693
a8f28c8c-a1d3-4175-9e35-a6a0e0c67d24,spgg,2698,734,111,228581
a97635ac-5cac-4bea-85cc-376d728fcb14,spgg,81,46,4,9766
aabc9005-7b69-483b-bb9d-34c00483bd3c,spgg,95,8,0,4626
ab2002f4-5f74-4709-afa1-30e4ced5a4cb,spgg,541,362,27,43023
abe7e9da-04ec-49a2-a4b8-472d8c6dd8c0,spgg,43,28,352,11667
ad1b170f-7790-4cad-b985-d144c30d36f8,spgg,1228,426,45,80321
ad427194-84c0-418d-8408-66b6b0a3284f,spgg,16,3,1,920
aec4ee6d-2fe7-42cc-b106-dc8b811c0530,spgg,31,7,0,3561
af851c2d-50ca-465d-abe6-3153ee77c33e,spgg,19,13,1,3205
af88ad4f-7580-44fd-b3ee-948b2ed53beb,spgg,36,19,0,2477
afcc44e7-efa9-4451-a634-dbb1d516a883,spgg,760,221,84,40657
b05dcb1f-1a51-459b-9a85-5bda60c565fb,spgg,49,18,0,13558
b116d49b-40ba-48a7-8087-94fcbe71174e,spgg,117,37,219,14949
b14967a0-1f55-4e0c-9181-19724e34956b,spgg,551,114,680,22419
b256791c-1bcc-4adc-8f01-835e0ea37ec9,spgg,57,26,10,5358
b2629779-3964-4d17-913e-658bee5ee012,spgg,29,14,0,5372
b2c26128-d9b6-4940-962e-5626d867eda8,spgg,188,117,84,27702
b2c92d95-0192-4bda-89fe-c441a93c769a,spgg,88,14,5,1401
b315f4de-7575-4360-8b3b-66f1616ec99a,spgg,14,10,0,4741
b3994526-c15b-41ea-9284-d76aa69ccfba,spgg,443,119,32,20870
b41cdb6b-bdd3-4501-a1a3-0bd1893429a6,spgg,1038,116,59,21106
b425db26-5fdb-4003-bcc9-bc9621b70bbc,spgg,369,230,25,41372
b45f1314-92aa-42c3-b13b-826e249b108c,spgg,20,6,0,1343
b4c3468f-f471-428c-b419-fd1d2c5e6838,spgg,148,24,8,17811
b5b4b187-df4e-4c40-b0a7-2afc46cc82e1,spgg,245,64,420,22321
b840a447-b799-4e19-94ed-eb86ccbfed38,spgg,2771,766,1403,34839
b8c88981-8a2f-4a55-9a1e-4536c86d1395,spgg,13,8,18,1852
b9589be7-f706-45d1-882e-750235218da0,spgg,40,22,43,5005
bb737a34-cb42-4665-81a4-a164b5355a57,spgg,384,230,342,32334
bca08e79-6404-494d-bd64-4d9fa11acb6a,spgg,58,13,0,11549
bce2b9d3-dcca-4b71-abbb-7b2d9284871c,spgg,300,154,48,39027
be8d6327-4cec-458b-a021-b5e9fdb7dd88,spgg,910,165,6,22877
bf4907d4-c367-4bfc-acee-eb06a0847f6d,spgg,22,9,0,2989
bf8482b3-ffd4-4b17-9b57-467cbf21791a,spgg,18,12,0,2494
bf8692de-bac0-46ae-81e0-8078abf6f9ce,spgg,70,13,74,9771
bfc117dd-a612-40ff-81c8-229795e0933f,spgg,2645,1934,17,198253
c08953ce-4b3d-461c-9c1e-57122f2fd5e2,spgg,34,13,8,3602
c0feb5b0-7091-46b0-8dfd-ef189c6c777a,spgg,57,32,27,2383
c17972e9-1613-433b-9807-d455a7a1c758,spgg,65,35,675,16471
c33e9340-f215-451a-819c-9824382660ec,spgg,177,35,3,11335
c3455385-a226-4366-9745-9681ec9a11b8,spgg,272,152,109,19384
c419e83c-ae76-4ce5-8e46-8460405ae704,spgg,11,7,6,503
c736b452-a909-4bb1-b945-d633a77114e1,spgg,138,12,19,5120
c7ad7143-7e23-4f1a-9ba8-fb1b8b0d7669,spgg,719,324,851,52478
c972327b-63e6-4f6e-86bb-200f180931c5,spgg,637,269,1492,98160
cbbd5753-9512-48da-a947-30f3371a0268,spgg,55,8,21,1639
ce727561-825f-40a6-98d3-2c53516d3c15,spgg,1093,418,137,50916
cf2bd96f-d186-4682-9fc6-06ccb4df0a24,spgg,18,6,1,5648
d01d4bff-b5fa-47e4-82ef-d42b5da212e3,spgg,120,58,40,15308
d0a65425-d3a7-4d4a-87bb-cf7534d90203,spgg,937,431,437,74175
d4822f98-f429-42e2-94b5-1dbd42aa9b22,spgg,79,54,161,20018
d6fec29d-d421-4684-a14d-29033cb248e4,spgg,66,33,66,15200
d8c844fb-160d-43fc-8601-d5614ae62239,spgg,45,20,15,5405
d939902d-d3c0-4795-96e6-fc68db43b1b0,spgg,34,11,3,2766
d9ea24cf-dbed-426f-8f09-b96e2cce31b1,spgg,36,18,28,5936
da3cd84c-6b10-4319-a08c-cea1b1dc12fe,spgg,1161,347,338,69706
daa9480f-5301-478f-86ed-da57a3f88c3b,spgg,937,501,55,36483
dac3e987-9f83-400b-97ae-880bb7277714,spgg,91,52,109,12101
dcd750b1-252b-4fa0-bd00-9974ba86423e,spgg,14,7,11,690
dce28029-6279-4f32-8e7c-ddd635849a99,spgg,30,16,2,3168
dd6db17f-d7d4-45f9-8f39-5fd80d4bbc96,spgg,71,14,34,4733
de73843c-1a97-4b43-aec0-dedea063557f,spgg,753,293,429,67436
dfc54f10-8790-422a-982b-29268cebd674,spgg,238,103,15,34187
dfe49055-2bf9-4a97-8a7b-ed5a1af9ceee,spgg,269,189,16,30432
e063c706-0e97-4a75-909a-f90b4e7b0314,spgg,89,43,120,7641
e09adf6d-bdb7-47ee-9b6b-1fddf2694502,spgg,236,105,312,19605
e1ab1a19-40b2-499c-9bf4-dc3af2f3d915,spgg,74,15,6,5668
e25dab51-da49-4547-bfd1-a9a3ddc5dde1,spgg,256,94,27,21738
e2f72109-b9c7-4fc8-ba8d-3ac1e321cc2d,spgg,19,13,20,515
e5209185-bd10-42f3-b8f0-ee579bebe5e3,spgg,24,8,4,1694
e5d8b30d-aeed-4259-91be-9c9c575ec247,spgg,22,6,4,1282
e5e185eb-040d-4419-95fc-615066ff4fe8,spgg,1636,472,456,118809
e6218150-e58e-4e63-adca-065b1ac638f0,spgg,90,58,593,7353
e6edc4f5-5676-427e-a1c4-8be4cc64bc2e,spgg,21,11,15,751
e8fe5abd-4996-4cbf-ba01-6cb67620095b,spgg,735,177,28,38888
e92d92f4-21da-4383-9587-76dcb6f90ba2,spgg,18,12,0,7782
ea1eb0ef-ca76-4b5a-8de1-8dffa29c6d43,spgg,80,63,368,5152
ea32a23c-9629-41b8-a7bc-e577dd53ca4b,spgg,37,12,13,1522
ea75def2-cb11-4921-80cb-e969251cf07e,spgg,27,14,2,6124
eaddfadf-17fd-4d39-b45c-0837642cc80b,spgg,1721,387,661,104784
eb635e68-e5f4-478a-af79-9a587fac4686,spgg,91,22,2124,5167
eb79d390-46bf-413d-af66-01a95db9fa49,spgg,180,114,510,14942
ebf04d83-1787-4cac-98a9-db26df5c1edd,spgg,222,111,11927,14677
ed141ca9-ec8e-4132-8f5d-1d62a23ae5b1,spgg,1225,497,74,103248
ed9210ab-e2fb-4503-ae0f-5ec0c11362b7,spgg,209,58,0,17387
ee12f894-7fc3-48d4-99d6-d00d8dbac67f,spgg,673,298,201,44130
ee629c2f-35f7-4d38-8a33-3a0e9193db3c,spgg,28,15,1,3838
f11a720f-897f-4d23-95d9-e106d46e77f3,spgg,22,4,0,2704
f1a994c8-c8f8-4a44-8439-3b9f9ffe6097,spgg,19,10,2,2201
f3139b91-1c73-4b93-8616-465f2b2717e9,spgg,815,229,46,33841
f32e45a4-7e8b-4af2-bdb9-87fbcefa72a8,spgg,113,44,47,6618
f3f37948-cdc2-46b6-827b-0782b9b8e4c6,spgg,369,142,17,19222
f5df668b-90c6-4235-9c39-86e4652a7497,spgg,1139,570,175,67358
f72f5892-7a34-43a5-b678-abcc6171339e,spgg,331,172,107,42615
f7df4c55-e280-4867-895a-f462cebc09e7,spgg,2258,1233,221,218673
f89267e4-4c0d-4944-8b07-62760b42d1e2,spgg,782,190,1134,58215
f8a817a7-8126-42b8-b5f3-7253fd09bc6a,spgg,559,306,111,62930
f96ee71b-1a3b-49fd-bf74-2187600ad872,spgg,46,20,0,8871
fbf2e9de-3130-4550-9265-7745f646ef0c,spgg,25,18,1,466
fd0d2af9-0e11-4571-9118-1ffc2f9a5ac7,spgg,330,261,528,39562
fd5e9df0-2c5f-4826-b793-41785cf5d7a0,spgg,25,14,104,5557
fedde65c-9043-49d8-98a8-ea645a194071,spgg,150,92,156,7804
fee843c3-ce4b-4b4f-a1cb-208b00a347aa,spgg,44,15,1,4580
00040b2c-d279-454e-92d9-cc3d441af63c,seattle,34,7,16,3185
01c123d9-7691-4902-afe5-c2cc198b4ffb,seattle,90,15,2,3966
0211d292-f690-4e3f-b2c6-acc5e0614d92,seattle,128,18,0,6233
0247b192-2b3f-4728-86be-91d4d4b29836,seattle,18,11,0,5115
026c0e9f-d460-4e82-acde-ad145c7b2324,seattle,360,110,703,20198
027d61de-ac27-44b9-bfd7-6d5132ff6a6a,seattle,28,9,35,1291
02a42792-102b-4b4b-987b-9feea6f84a00,seattle,40,10,0,2365
0471644a-eeea-40f3-bd51-072fdf437604,seattle,41,16,30,4502
04951a66-0daa-4c7d-b800-024cea519c7d,seattle,56,15,14,5455
04acc2a8-e0ee-44a0-856d-58d815c7176d,seattle,21,7,0,1499
0502d455-eb4f-4657-862b-32dff160018e,seattle,14,2,0,1983
054db48c-4829-4070-bcc1-68fbcfa81180,seattle,39,9,404,2647
05de1cc4-02b3-4eb7-9958-2a4a2d32b828,seattle,140,47,78,15380
0622553f-b7c9-4a7a-9fa6-e30a6e1db223,seattle,71,17,15,6885
0628c9a1-e7e7-4309-b71f-2403b58cd014,seattle,19,5,12,3015
0710b56f-c6c8-4859-8555-a8e8cfe30ea6,seattle,29,7,0,5866
073caad2-e910-407d-9e88-e7abcf34d9d6,seattle,51,8,111,6505
076c8cfd-9313-44b1-a53f-5f941870e2f9,seattle,85,15,59,10436
07924321-e2a1-4ff2-b311-f9b0cf92f9b0,seattle,97,19,268,4427
0817101c-907a-4cc5-96b2-d5301623b17e,seattle,367,88,494,10163
084ed4bf-2fb0-4afd-9783-9e48b4e11257,seattle,28,8,9,427
086419fa-b51f-4cfb-bea4-3b10887f01d4,seattle,239,55,166,8065
08da3345-598d-43b0-8a03-0a8a8bd9d41f,seattle,93,24,46,10517
093cac93-d83e-4aeb-ba2e-afa3bb3f54d5,seattle,26,7,21,2008
09474566-a695-4259-85ed-7d24f3d7a70d,seattle,34,10,225,10099
096c9325-4f45-4f8c-a961-ec69fa3577d4,seattle,23,13,6,7850
09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2,seattle,484,135,143,44675
0a1d8f13-8155-4f4b-b9e5-5d1177c01cec,seattle,4,2,0,1427
0a6c9020-ef1c-4dfb-93f4-09c9c6554de6,seattle,286,103,268,26456
0a7fc5fa-6fcc-463c-beb2-b6267e55a0e9,seattle,14,2,0,2277
0b2e9ee7-e518-4dcb-b8d0-f06c410df458,seattle,24,8,0,2574
0b736a27-87a7-47cb-9020-cfced7203e27,seattle,72,25,39,7679
0bd6624d-807b-4f81-90a9-6ed106270bf5,seattle,827,268,536,71345
0c27da6f-3163-4cd6-87b2-fe114a4bfe57,seattle,114,15,7,8923
0c74f7a8-9171-47c8-90fc-104e1a1b140a,seattle,5,3,0,1150
0ce035b0-0367-45cb-aa83-1cb334b7c07a,seattle,72,21,236,8450
0d02d12f-b654-40ae-ab3f-2041acf4643a,seattle,28,8,0,3290
0d0c89b2-b592-4256-8e51-ed286ff36390,seattle,53,20,42,4129
0d0fdbda-4abb-4bb4-84f4-bd0c76eb84e1,seattle,76,26,37,7372
0d3fa400-2504-42c0-9779-b887ce017938,seattle,17,11,843,4440
0d8a05c3-aeaf-48e6-a0f4-3ab8bd7ca588,seattle,158,58,267,4731
0deac935-2e35-4cb8-ae0c-1ed02dff672d,seattle,31,3,0,1075
0e1ae564-6d72-4670-98e4-71369cc5ab26,seattle,13669,4447,21256,555416
0e74d5a8-c6d7-482c-a339-7d3be646cfb6,seattle,19,5,0,1787
0e7f16cf-f480-432f-9d0d-073b9994729c,seattle,49,18,116,7452
0ebeaad2-e52c-43dd-bfdf-3c2fbaec1110,seattle,122,17,225,9379
0eda027d-5bf2-46e8-af79-a3e6710d51d4,seattle,104,17,1,3452
0f1b5257-150c-48ac-bd21-d7272d9cd327,seattle,2973,945,1618,204818
0f4285e3-0784-4726-b833-af9617eb5d5d,seattle,11,2,0,2597
0f97b3df-12d4-4e7f-af19-2ea90b1c5388,seattle,16,12,134,2810
0fa24c0e-3c87-4faf-a6a8-1e10bc22f8c5,seattle,98,33,68,20736
100a3481-9dea-4f9b-a4cd-1e3b01a3138e,seattle,36,12,0,5477
10ab9680-8283-4448-9a37-090bb8b4fdd5,seattle,37,11,136,6038
10e5735a-00a4-4a63-b4ad-d329459fadb5,seattle,297,87,197,16854
11207567-df65-409f-8966-3e435d6bdfa4,seattle,14,5,0,1636
114750dc-3261-4bf5-9744-be72bcb1a335,seattle,24,10,4,4383
11665b4a-b749-4d86-aa22-246b3000883b,seattle,59,5,1,10098
11dcf8e1-562d-4e3c-bfdb-399482fd7eb6,seattle,32,16,29,8066
11f9c971-51a7-4bf0-ba9b-5e960d89fec6,seattle,224,38,48,13219
1242610c-af72-4b9e-9246-b224f1bd233b,seattle,18,14,0,2696
12d3f3e7-1635-41ee-84e5-28f4130828d5,seattle,14904,2258,92,1016616
12daa25f-9fc9-47ce-835f-7891762ac537,seattle,22,11,55,1322
12db8c1a-8f1d-43d8-a166-56709dd29c0e,seattle,24,4,60,3184
1343c8bc-a1b7-4758-9c72-fd2a0b5c570d,seattle,24,5,253,6579
1353d168-ab49-4474-ae8a-213eb2dafab5,seattle,1971,356,79,31407
135b1c8c-ba4f-446b-a335-54673db39ca4,seattle,262,81,20,17781
13855364-f107-4d5d-a4e8-8a269b1b79fe,seattle,30,6,40,7286
13e7634d-5c62-4f39-ba2e-28c44ab58dcc,seattle,30,14,11,1354
14c1101a-1b5e-4f6e-80ff-94c3a777f904,seattle,105,15,0,9851
150a0d16-3444-46e4-b0f5-858721da662c,seattle,145,24,161,12628
1520e97e-d90a-4554-beb0-c532e828fb15,seattle,29,5,81,3732
161c812a-fe60-429b-a896-01356986c05f,seattle,36,9,58,2205
16651759-9a60-4d6a-a4b1-667b995c8a46,seattle,47,12,0,6316
166c6923-38f2-40af-9979-7ef06a6fd9e3,seattle,83,15,141,4872
16ba7e51-c248-40b6-a349-e04710c89b7f,seattle,14,5,61,3394
16c121af-f9e8-494e-8139-97c7fb388d61,seattle,97,22,103,6551
16ef2830-d99a-4c21-84b5-a3d004ff8eca,seattle,293,50,316,5659
173f7190-7127-4651-8d4a-8a6e87c17afc,seattle,59,34,0,7485
17437df5-86f6-4657-872a-0a15889c6a8e,seattle,20,10,6,5480
17bac14f-319b-47be-90cf-c8387f4e4762,seattle,51,14,51,4657
1878bcff-d89c-4b3d-8162-0eba4bb70b45,seattle,27,15,0,8894
18affa9c-ea9d-42d3-8428-479b92deb739,seattle,33,10,27,7187
191e4d7e-71f7-433c-96d6-734cf1d9ded7,seattle,18,10,290,2791
19735043-3130-4bb5-aa56-ba1a505b9240,seattle,18,12,35,7926
197eefd6-6ee2-4797-8596-a59ae40d288c,seattle,84,28,53,10320
19ce7bb2-1ef5-4904-9582-67a2b567cd29,seattle,111,42,14,24358
1a63851e-ed9a-4310-acd1-f469d620bc59,seattle,64,28,67,4225
1a6eb35f-e080-43e6-9d09-ec9a396955c9,seattle,66,33,87,5752
1a96180d-75e3-4806-b719-0694c17136c3,seattle,52,17,71,7608
1b051c7d-8659-4ffe-9c57-9fb19c7fefa1,seattle,28,16,215,12482
1b119cec-02f5-4bcb-8eb4-2d8c4e9abc04,seattle,173,10,28,7458
1b5e103c-fbdc-45a7-aef7-d84dc2e9068d,seattle,51,15,5,2943
1b960e1f-ac3c-4524-8cb2-a77905a25ef9,seattle,116,40,872,12988
1be101d3-eb60-4973-8e90-b8df9cc22f91,seattle,1675,21,285,31571
1bfb6a8e-564e-456f-91f9-ecdafb773b19,seattle,47,7,49,2322
1c9b1527-fbb2-4c0b-a787-c73f5b5d8cfe,seattle,29,9,0,4816
1cc1153c-5a90-4e6b-8cbe-04b7fd18c9ef,seattle,36,15,8,3667
1dee47c8-9c23-4b36-9098-4af3b1ae094f,seattle,1400,133,2210,139272
1def69f6-a98f-4b76-9207-82eecc89a478,seattle,196,90,251,14508
1e00ac1d-234a-43a5-90d6-a32cb5b06572,seattle,74,30,471,10385
1e576e3a-8b1b-41dc-b181-175bcba9e9da,seattle,77,21,0,3582
1e5b6eec-b36c-4a39-9f1f-b4587ccc4a55,seattle,261,39,220,12764
1e98c0ed-1b21-42fe-b9d0-f5851f5797db,seattle,31,11,0,1827
1ec47c3c-6638-40dd-93ba-6c23bb682684,seattle,21,12,190,4592
1effd998-a89b-4b8c-8dee-7e16e0679209,seattle,19,11,0,4442
20130617-b211-45e4-89e6-1f2288283334,seattle,172,28,10,15405
205a2c36-8335-4373-aced-dfb05ce71b6a,seattle,102,36,547,10989
2142b941-30fd-4ee7-ad9e-f864bea67b45,seattle,9,3,10,337
21d46b18-4f62-445d-b138-74d3763982d9,seattle,72,10,175,6566
223e77b7-d928-4c9a-acb8-9d011362d693,seattle,116,35,6,27618
2283173a-8e7f-4bff-bdc3-c95c277e8f14,seattle,14,11,0,1823
229b1c5a-f379-44b4-9a4c-94d0994ccef6,seattle,17,5,24,4817
22f2e8c7-6858-4a94-8c17-cadff0cd1396,seattle,56,6,75,7209
230e2275-a379-4c3f-ae41-913f9b1bddc1,seattle,33,7,0,1700
231a7ad5-13ef-4eb7-bd5f-c3066e30be0d,seattle,85,18,9,6917
2334862f-286b-4ad5-9c59-d81e27c35ff3,seattle,34,15,400,4896
2390f294-0220-4965-a6f4-8049218693ad,seattle,20,7,70,3436
239d13aa-162e-470d-bb24-715d5e00d3c5,seattle,1050,175,120,42826
247ed3ee-b132-41f8-910e-ebe310456dc9,seattle,74,13,69,5161
24f9888a-c271-4b8f-9a5c-d67931c384b1,seattle,40,6,92,3685
24fc81e2-192b-49e2-9227-29204be4ccf2,seattle,70,10,4,3121
25f720b8-fa78-4373-af82-6060c4d1f6bb,seattle,98,25,32,26523
261779ec-11d9-47f5-9582-cbe68762d61c,seattle,124,22,20,5738
264bd783-8487-4f0e-949b-b4ac32000e07,seattle,24,7,5,3576
26846252-45fc-4723-aa12-a0a57678b090,seattle,16,11,61,471
27088af5-d89c-4b0e-94b8-c0d757ac0e27,seattle,211,53,57,11488
2721e2d3-b15c-42df-b777-19b9c33e8636,seattle,42,15,1,3419
27c459ea-5ed8-43f6-8040-075b7ca28488,seattle,58,9,0,4198
27ce75f5-baeb-40c2-84ab-ab373d8a6fe9,seattle,32,9,5,3232
27d41f66-91f3-49dc-ab14-b8732d733554,seattle,684,88,57,11068
288ef01e-3a8c-4e19-95c9-ece363e594ac,seattle,30,11,174,2325
28b9dee0-bafe-42e7-815d-bc308c4d6213,seattle,22,9,452,7579
29650c2b-00fa-453c-a830-1cac94e575f8,seattle,30,8,175,4597
29ab61cb-8f62-4b9b-ab35-929bf195719a,seattle,52,14,51,4064
2a783c12-395c-4cdc-b954-b5a225771360,seattle,235,116,1022,64217
2ad5f383-550b-435d-b58e-b59678aa93cf,seattle,300,5,20,32400
2b0da548-ba7c-4a21-8da9-cdcef60e0e6f,seattle,43,21,37,4592
2b80fb60-17f2-4b92-a49a-871ae98f7bba,seattle,141,26,173,16836
2c1639fc-cebf-40d2-9704-048f257ce1ca,seattle,27,8,0,2511
2c7e2ae8-554a-46cd-bf96-50b7359043b5,seattle,77,31,37,10270
2d1702b0-263d-4574-b0fc-807fd2fdb666,seattle,35,23,158,4288
2d602741-9694-410b-b73b-aebfdb26d47f,seattle,59,23,19,18699
2d64b7a1-97b7-4351-bcf5-071605814088,seattle,101,16,32,9064
2d9009b3-55d5-4aa8-a17a-a7c80afc4d51,seattle,8697,2538,9091,434809
2da10fb8-7c74-4b2d-a476-e3caf9dfdbb4,seattle,17,10,0,344
2dfe6b0b-e50f-420d-9da9-688486f77870,seattle,55,16,0,6908
2e0dd48c-0ced-4b05-b7c9-ce5620bb7aac,seattle,376,119,1979,60606
2e657863-b73b-4a36-a0ee-d7984432c3cb,seattle,35,19,14,2601
2e70bfa1-0ead-4677-9bab-9987ce65220b,seattle,14,7,1,2413
2f6415e5-f851-4105-afc8-d2fb5f60fc77,seattle,26,5,58,2585
2fcbccac-e6d9-479b-9521-afd0c1290fa4,seattle,113,23,131,9250
303848de-02f8-49ee-8a31-a7d06f489b59,seattle,32,9,0,5119
3103176e-9340-4de3-959e-7fc0f7c7e7da,seattle,22,7,2,4710
3167a2db-0a43-4713-8851-8aab8fb0f752,seattle,24,5,0,1726
32f30b90-f995-45bb-bdc3-c53362cbf4cc,seattle,86,23,145,7065
33ad919f-a81f-4aa1-9a0c-ba791aa4b4f5,seattle,21,6,80,2539
33c43952-3550-4905-b3eb-b23cd6ec2345,seattle,67,28,162,9122
34c2e6b8-0330-4ff9-bf75-03f6b5d1b0f6,seattle,27,16,87,2402
34db2dfd-3997-4555-8e47-e44aef680755,seattle,114,22,67,11714
34f737fc-91ae-4cdd-91de-1c4d362fad69,seattle,49,22,42,3801
35872a6c-d171-40d9-8e66-9242b835ea71,seattle,1476,569,3422,85998
364c3b02-d52a-4f44-9f05-d550fd2a4ab3,seattle,177,65,359,34808
368ec4f8-40d5-48d2-87ce-cd4573fa6d6b,seattle,83,12,103,5996
36a089e7-448a-42cc-8cb3-af3042537571,seattle,7,4,0,3605
36f4c9b1-d04f-4704-9490-fa01778a3ecf,seattle,89,33,407,14403
36fddaf9-a90c-4dab-9307-4283355be4e4,seattle,108,20,183,10356
370a21bc-0e98-4c25-a458-2b71080d7586,seattle,79,26,406,9509
372d942d-f5d2-43fc-9f92-eb1c65dc14a9,seattle,77,35,5,10923
37764ede-9fe2-4f5c-9e89-91d804878694,seattle,12,7,28,5292
37ce7ed5-f161-412f-96ec-9fc26eac5126,seattle,112,40,6,6901
37dc28aa-3754-406c-9793-dfe407feecc8,seattle,48,15,60,5757
381f68ad-9e62-497f-ba83-f240964de4a7,seattle,61,18,364,7851
3904ac57-3daf-4939-8a62-b23698f35c02,seattle,25,10,51,2547
396a56f3-f330-4f08-b4f1-60cdce7a94e1,seattle,195,37,3,20942
3983ba03-3bd6-4728-935d-6cb736f366ad,seattle,23,5,37,1971
3a52d33e-b623-44ff-9b4b-4ed41716aca6,seattle,5,2,0,1761
3a8df622-5614-4831-a2de-cb0955dad57d,seattle,46,9,44,3450
3b602c28-bc58-4470-a19c-420327bb6816,seattle,163,27,63,12285
3b7a167a-c04b-428b-8e2a-15e54d654c9a,seattle,208,141,1016,27262
3ba21895-0d29-4592-a00d-ac79c0a7dda8,seattle,215,36,6,7509
3becae68-94fe-4c96-bc84-1f2d420a5c9a,seattle,44,15,53,1849
3c296aa7-c762-473c-84b1-7cfa1528b7da,seattle,1917,341,445,96425
3cc4b72c-66a9-4210-a1cd-058ffdc6d237,seattle,27,7,0,3874
3cd8319f-1450-41c3-b81d-180ba705e7e5,seattle,53,20,128,5863
3d35ef30-91ba-4862-924c-406a4ba1f796,seattle,6,6,29,1671
3d64fd16-19f2-457a-96d7-36f56d79ab98,seattle,74,18,21,4700
3e185ad3-3db6-447e-aad8-bcfd8187a0ce,seattle,95,21,2,36662
3e2f3ebd-9118-41ad-823b-ca66aeb3cf8b,seattle,86,32,118,5371
3edd2ea9-635b-40af-8a1a-d393433c59b4,seattle,26,12,86,4110
3f23e080-7bfa-4e8c-8a43-ef9a5b832f84,seattle,24,10,0,2281
3fad51df-289e-4707-a4a5-044f90b1a12b,seattle,49,18,733,2285
3ffd7275-cdba-45c1-96ef-cfa974321233,seattle,59,34,53,8910
40612105-3371-4252-8887-ccbeff051b61,seattle,181,44,160,14809
4063e1a3-68ac-4765-ae68-13052799b527,seattle,142,14,1,11874
40a14254-4d12-471e-bb9e-202677f88d1b,seattle,69,14,146,11141
40b9c6eb-a498-4631-bc98-69cc4b7eb0d0,seattle,28,12,0,7201
411be215-3cd4-421c-bf77-5985b4c37cb2,seattle,36,6,259,16406
412cb868-4a25-4fd2-9133-90ca1ad84468,seattle,53,17,363,6808
4160996f-d62a-4661-a9ab-24925f12c246,seattle,29,18,0,2475
417805dc-7308-476d-a092-2a7493ef96eb,seattle,56,22,566,12430
41b6b2c2-8710-4922-921c-7512479221cf,seattle,30,5,15,2595
41c61b8c-2d96-4a44-a06f-eeeb9d579c94,seattle,27,9,60,3658
427d8fce-1818-4f51-bf38-5f06b7fff7f2,seattle,63,13,0,3574
434c60ca-5f7a-422d-8a6e-bf8243d74e14,seattle,40,9,8,8658
435309a9-9476-4335-ade9-08bcdd4b922b,seattle,14619,4765,47104,954233
4382d449-c724-429b-b653-cc817729f7bf,seattle,28,13,0,9515
439a8246-21d2-4d7f-a453-10238ec1fb56,seattle,29,5,185,4485
43b78863-937c-4c37-9ef4-525f56566ff2,seattle,61,10,42,1702
43bf89e5-ff19-40b6-b945-44dd6882a78c,seattle,103,9,0,7852
4411e42e-6a76-4717-bdd6-0181915389f8,seattle,97,24,46,5523
44187d24-9098-45f2-946b-4e152b5f9873,seattle,94,16,54,10409
441a55d7-04c6-48af-af92-6d07e2698d84,seattle,284,56,147,22662
441db577-0f90-4ebb-b597-45bbb525e57d,seattle,61,15,0,3769
441fee65-efc0-4162-8f57-bfd0f31b9ef1,seattle,18,2,0,1724
45262ae2-5845-4c16-a612-3a42f87bf1ad,seattle,19,4,3,1600
4647bbd7-f585-4bea-b380-e2cf70561766,seattle,6,2,1,1210
467ccded-ee2e-4fb4-a825-5740a7a30d82,seattle,36,21,344,1611
4692c33e-11e0-4290-ad3a-adb46924b819,seattle,1783,131,57,73252
46bcaa7c-c94d-4dd5-9886-d21f86543f28,seattle,4267,662,2700,271259
4761a83c-d4af-4847-892b-f340b8fcfe06,seattle,44,25,420,8224
47655c31-950c-41d9-856c-ec610a3172b1,seattle,38,19,115,4770
48ed1257-7ee2-439b-8358-a2b4875d18f8,seattle,47,16,215,5470
490b055c-0108-4e77-a5ba-7018c993fc22,seattle,17,8,0,2619
4952a990-7be5-4417-a877-555ac95e78d7,seattle,38,9,88,4311
49723673-044d-4b47-855b-3bdebfe37073,seattle,6622,1178,5619,210566
4988b6ff-57aa-4fd2-8c9a-58030beb0b93,seattle,17,9,63,10632
49a3bd8c-fdaa-4383-9bd9-50cd1fc9b163,seattle,98,19,273,10572
49b43550-01f1-44ac-8054-8e3236596d0f,seattle,85,22,103,8510
49f14484-af02-43dc-a0c7-69e510290916,seattle,12,3,0,3009
4a766c46-a60b-4b8f-b692-e0c06bc145d4,seattle,39,12,59,7305
4ad8426c-d805-460f-947a-c9f5768ffd9f,seattle,3,2,0,829
4b23e956-8612-47ac-97ee-198dc671d262,seattle,70,30,6,2711
4b2591bb-7b1f-493d-8a7e-e6e0dd52b04a,seattle,164,47,28,12329
4c360317-ef7f-49cf-a1a3-92c9c9043542,seattle,166,66,62,26669
4cd005d8-60e9-4765-a58d-2b139694ea20,seattle,138,21,23,6007
